Shipment_ID,Product_Category,Product_Type,Destination_Type,Transport_Mode,Recommended_Transport,Route_Risk,Refrigeration_Status,Packaging_Type,Coolant_Type,Packaging_Condition,Data_Logger_Status,Storage_Facility,Distance_KM,Duration_Hours,Chain_Handoff_Count,Ambient_Temperature_C,Humidity_Pct,Door_Open_Count,Vehicle_Age_Years,Battery_Level_Pct,Shock_Events,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Current_Temperature_C,Required_Temp_Min_C,Required_Temp_Max_C,Temperature_Deviation_C,Product_Temperature_Deviation_C,Temperature_Excursion_Minutes,Shipment_Start_Date,Shipment_Status,Risk_Probability,Risk_Score,AI_Prediction,Rescue_Priority_Score,Priority_Level,Estimated_Value_INR,Value_At_Risk_INR,Destination_Name
CC103470,Medical,Insulin,Pharmacy,Reefer Container,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Dry Ice,Good,Active,Hospital,820.4,20.73,0,20.04,76.8,2,9.9,89.0,2,5.28,7.04,3.52,3.62,2,8,0.0,0.0,0.0,2026-02-12,SAFE,0.3379189741868554,33.8,SAFE,28.3,LOW,150000.0,50688.0,Apollo Pharmacy
CC102415,Medical,Microbiology Specimens,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Dry Ice Container,Dry Ice,Good,Active,Laboratory,560.1,6.69,4,21.0,67.07,2,5.4,79.0,1,3.59,4.9,2.29,3.95,2,8,0.0,0.0,0.0,2026-04-13,SAFE,0.2938394130158233,29.4,SAFE,25.6,LOW,100000.0,29384.0,Dr Lal PathLabs
CC105292,Medical,Blood Samples,Blood Bank,Refrigerated Truck,Refrigerated Truck,Low,Normal,Passive Cooler,Gel Packs,Good,Active,Fertility Clinic,589.3,4.86,0,26.68,61.02,2,4.7,74.9,2,-17.56,-16.82,-18.31,-17.94,2,8,0.0,20.31,0.0,2026-03-10,AT_RISK,0.3696554259628481,37.0,SAFE,30.2,LOW,400000.0,147862.0,Apollo Blood Bank
CC101550,Medical,Antivenom,Hospital,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Pharmacy,818.5,27.44,1,27.48,63.87,5,2.7,48.9,1,7.12,8.01,6.23,7.56,2,8,0.0,0.01,0.0,2026-02-01,SAFE,0.3133631241555022,31.3,SAFE,31.3,LOW,200000.0,62673.0,Apollo Hospital
CC103975,Food,Dairy,Distribution Center,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Hospital,995.9,13.21,3,27.72,44.62,6,3.5,83.2,1,6.85,7.93,5.76,6.94,0,8,0.0,0.0,0.0,2026-01-17,SAFE,0.2888004324547555,28.9,SAFE,31.3,LOW,50000.0,14440.0,ColdChain Distribution Center
CC105874,Medical,Organ Transport Samples,Transplant Center,Air Cargo,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Specialized Lab,352.2,1.0,1,35.05,44.41,2,12.0,63.0,0,9.6,10.91,8.3,9.36,2,8,0.91,2.91,15.5,2026-06-14,SAFE,0.2953793838476887,29.5,SAFE,35.7,LOW,100000.0,29538.0,Apollo Transplant Center
CC105769,Medical,Temperature-Sensitive Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Medium,Intermittent,Validated Thermal Shipper,Gel Packs,Good,Battery Low,Specialized Lab,734.5,22.19,1,27.9,79.51,3,3.2,68.6,2,-13.5,-12.16,-14.85,-13.57,2,8,2.84,16.85,20.2,2026-01-06,AT_RISK,0.6574545388556546,65.7,AT_RISK,73.9,HIGH,100000.0,65745.0,Wellness Forever Pharmacy
CC105156,Food,Seafood,Distribution Center,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,376.0,7.47,7,34.85,77.17,12,3.9,62.8,2,10.72,12.42,9.02,9.57,0,5,2.42,7.42,24.3,2026-01-01,AT_RISK,0.7012556071544287,70.1,AT_RISK,62.1,MEDIUM,100000.0,70126.0,ColdChain Distribution Center
CC101360,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Hospital,272.1,1.0,1,26.62,48.39,7,2.1,71.3,2,1.6,3.0,0.21,2.27,2,8,0.0,1.79,0.0,2026-01-09,SAFE,0.3571045120829821,35.7,SAFE,36.9,LOW,100000.0,35710.0,Apollo Diagnostics
CC100911,Medical,Gene Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Specialized Lab,545.3,15.32,0,30.27,37.84,3,10.1,75.4,2,-17.22,-16.69,-17.74,-17.53,-90,-60,0.0,43.31,0.0,2026-04-05,AT_RISK,0.9997327886102532,100.0,AT_RISK,79.5,HIGH,100000.0,99973.0,Apollo Specialized Lab
CC106796,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Blood Bank,2471.3,47.32,1,26.89,70.06,5,6.2,67.7,1,-16.28,-15.32,-17.23,-14.72,-30,-18,0.0,2.68,0.0,2026-05-20,AT_RISK,0.9654141801546074,96.5,AT_RISK,80.4,CRITICAL,100000.0,96541.0,Lions Blood Bank
CC102098,Medical,Antivenom,Hospital,Reefer Container,Refrigerated Truck,High,Normal,Insulated Box,Phase-Change Material,Good,Active,Distribution Center,951.2,24.41,1,45.0,81.55,1,5.9,71.7,2,9.03,10.3,7.76,9.14,2,8,0.3,2.3,30.0,2026-02-05,AT_RISK,0.5028180082548107,50.3,AT_RISK,56.7,MEDIUM,200000.0,100564.0,Tata Memorial Hospital
CC104398,Medical,Enzyme Preparations,Laboratory,Refrigerated Truck,Refrigerated Truck,High,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Laboratory,408.8,11.18,1,22.26,93.93,6,1.5,88.7,1,9.09,10.38,7.79,7.39,2,8,0.38,2.38,17.9,2026-05-24,AT_RISK,0.4313437495414142,43.1,SAFE,59.9,MEDIUM,120000.0,51761.0,Apollo Diagnostics
CC103616,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Blood Bank,302.3,9.96,3,21.2,70.41,6,5.5,58.4,0,8.29,9.08,7.5,8.23,-90,-60,0.0,69.08,0.0,2026-06-23,AT_RISK,0.9997404845518072,100.0,AT_RISK,74.0,HIGH,800000.0,799792.0,Metropolis Specialized Lab
CC102184,Medical,Temperature-Sensitive Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Laboratory,510.9,2.73,0,29.07,69.87,4,1.2,100.0,1,5.41,6.43,4.39,5.57,2,8,0.0,0.0,0.0,2026-02-11,AT_RISK,0.3185701742147834,31.9,SAFE,40.1,MEDIUM,100000.0,31857.0,MedPlus Pharmacy
CC106837,Food,Seafood,Distribution Center,Reefer Container,Refrigerated Truck,High,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Pharmacy,1313.7,24.27,3,23.73,69.04,5,4.1,62.5,5,4.93,5.99,3.87,5.2,0,5,0.99,0.99,15.5,2026-06-19,SAFE,0.4627837894349138,46.3,SAFE,60.3,MEDIUM,100000.0,46278.0,Apollo Distribution Center
CC101820,Medical,Blood Samples,Blood Bank,Reefer Container,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Laboratory,195.0,1.86,4,28.87,79.9,2,4.2,64.2,1,6.34,7.63,5.05,6.49,2,8,0.0,0.0,0.0,2026-05-02,SAFE,0.3116649523544754,31.2,SAFE,26.7,LOW,400000.0,124666.0,Lions Blood Bank
CC104921,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,High,Normal,Dry Ice Container,Gel Packs,Good,Battery Low,Laboratory,906.3,22.44,2,25.3,66.38,4,15.5,84.9,2,8.65,9.89,7.41,10.31,2,8,0.0,1.89,0.0,2026-03-05,AT_RISK,0.4617786497392665,46.2,SAFE,58.7,MEDIUM,100000.0,46178.0,Apollo Diagnostics
CC101423,Food,Dairy,Distribution Center,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Dry Ice,Good,Active,Specialized Lab,871.4,13.27,3,29.53,75.09,4,4.1,65.3,1,4.8,6.24,3.35,4.16,0,8,0.0,0.0,0.0,2026-06-22,SAFE,0.2934089844999084,29.3,SAFE,38.6,LOW,50000.0,14670.0,MedSupply Distribution Hub
CC100122,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Low,Normal,Insulated Box,Gel Packs,Good,Active,Pharmacy,655.0,7.02,3,34.33,79.94,7,11.7,75.4,1,5.31,6.11,4.52,4.91,-90,-60,0.0,66.11,0.0,2026-01-05,AT_RISK,0.9995855427147066,100.0,AT_RISK,75.5,HIGH,800000.0,799668.0,Metropolis Specialized Lab
CC100479,Medical,Whole Blood,Blood Bank,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,,Good,Active,Pharmacy,1266.4,21.32,5,37.76,55.94,8,6.1,57.1,1,6.23,7.28,5.18,7.59,1,6,0.0,1.28,0.0,2026-06-23,AT_RISK,0.6857731922907174,68.6,AT_RISK,58.2,MEDIUM,100000.0,68577.0,HDFC Blood Bank
CC102842,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Passive Cooler,Dry Ice,Good,Active,Distribution Center,845.1,17.75,3,11.23,42.66,4,7.1,61.7,1,6.07,6.74,5.4,5.52,2,8,0.0,0.0,0.0,2026-03-13,AT_RISK,0.3864958334115422,38.6,SAFE,44.2,MEDIUM,100000.0,38650.0,Wellness Forever Pharmacy
CC101721,Food,Frozen Food,Distribution Center,Refrigerated Truck,Reefer Container,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Laboratory,374.6,9.32,1,15.15,94.19,8,3.9,72.2,0,7.03,7.87,6.19,6.87,-25,-15,0.0,22.87,0.0,2026-03-23,AT_RISK,0.8812097798352342,88.1,AT_RISK,79.9,HIGH,100000.0,88121.0,MedSupply Distribution Hub
CC100293,Food,Fresh Produce,Distribution Center,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Pharmacy,409.2,1.0,2,31.58,55.65,4,1.9,63.4,1,7.48,9.13,5.82,9.27,2,10,1.13,0.0,28.1,2026-01-16,SAFE,0.2755678666750452,27.6,SAFE,37.6,LOW,100000.0,27557.0,Apollo Distribution Center
CC101905,Medical,Laboratory Samples,Laboratory,Reefer Container,Refrigerated Truck,Low,Normal,Passive Cooler,Phase-Change Material,Good,Active,Transplant Center,725.1,13.52,3,16.24,79.52,4,3.3,67.5,2,1.77,3.16,0.39,1.63,2,8,0.0,1.61,0.0,2026-03-26,AT_RISK,0.3256251736950269,32.6,SAFE,30.6,LOW,100000.0,32563.0,Dr Lal PathLabs
CC107177,Medical,Frozen Plasma,Blood Bank,Reefer Container,Reefer Container,Low,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Distribution Center,884.5,20.86,3,27.87,67.97,3,0.8,96.3,3,7.63,9.31,5.94,9.15,-30,-18,1.31,27.31,25.7,2026-01-31,AT_RISK,0.9590249970964212,95.9,AT_RISK,67.0,HIGH,100000.0,95902.0,Lions Blood Bank
CC106365,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,High,Normal,Dry Ice Container,,Compromised,Active,Pharmacy,622.9,19.25,0,27.21,62.75,2,7.0,55.3,0,8.16,9.92,6.41,6.13,-30,-18,0.0,27.92,0.0,2026-01-14,AT_RISK,0.9824907357197312,98.2,AT_RISK,86.9,CRITICAL,100000.0,98249.0,Apollo Blood Bank
CC100940,Medical,Plasma,Blood Bank,Reefer Container,Reefer Container,Low,Normal,Insulated Box,Gel Packs,Good,Active,Distribution Center,1497.5,26.74,1,34.82,72.31,2,1.4,80.1,1,7.0,7.86,6.14,7.19,-25,-18,0.0,25.86,0.0,2026-02-25,AT_RISK,0.9688736286346578,96.9,AT_RISK,66.1,HIGH,300000.0,290662.0,Lions Blood Bank
CC105454,Medical,Platelet Concentrates,Hospital,Air Cargo,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Distribution Center,535.0,5.6,3,38.87,80.3,4,2.3,90.1,0,7.53,8.5,6.56,6.93,20,24,0.5,13.44,22.6,2026-02-18,AT_RISK,0.9772269839661708,97.7,AT_RISK,69.6,HIGH,100000.0,97723.0,Kokilaben Dhirubhai Ambani Hospital
CC105481,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Specialized Lab,807.8,12.25,0,29.07,95.77,3,7.6,76.4,0,6.11,7.48,4.74,6.61,2,8,0.0,0.0,0.0,2026-02-17,SAFE,0.3478112734399553,34.8,SAFE,30.4,LOW,100000.0,34781.0,Dr Lal PathLabs
CC100439,Medical,Antisera,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Pharmacy,1450.7,24.06,2,22.03,61.34,4,4.9,82.2,3,4.53,5.88,3.19,5.43,2,8,0.88,0.0,15.4,2026-01-19,SAFE,0.3189149037319295,31.9,SAFE,40.1,MEDIUM,100000.0,31891.0,Apollo Diagnostics
CC101379,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Fault,Dry Ice Container,Phase-Change Material,Good,Active,Distribution Center,680.1,14.55,1,23.27,72.04,3,3.5,61.1,1,8.67,10.68,6.65,10.38,2,8,2.68,2.68,17.9,2026-05-17,AT_RISK,0.9219363744372682,92.2,AT_RISK,64.8,MEDIUM,100000.0,92194.0,Wellness Forever Pharmacy
CC100847,Medical,Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Low,Intermittent,Refrigerated Compartment,Mechanical Refrigeration,Minor Damage,Active,Specialized Lab,625.4,6.96,3,38.1,83.27,5,4.2,91.0,1,4.47,5.72,3.22,4.34,-25,-18,0.72,23.72,15.3,2026-03-21,AT_RISK,0.957403239356134,95.7,AT_RISK,84.9,CRITICAL,300000.0,287221.0,Apollo Blood Bank
CC102628,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,High,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Specialized Lab,667.8,19.2,1,19.49,75.45,7,2.4,83.5,4,6.89,8.17,5.61,8.34,2,8,0.0,0.17,0.0,2026-05-27,AT_RISK,0.4236632699479622,42.4,SAFE,60.9,MEDIUM,300000.0,127099.0,Apollo Fertility Center
CC107432,Medical,Insulin,Pharmacy,Reefer Container,Refrigerated Truck,High,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Laboratory,288.4,3.78,1,24.12,92.91,5,2.6,61.7,2,-17.15,-15.82,-18.49,-18.81,2,8,0.0,20.49,0.0,2026-02-01,AT_RISK,0.3993681856254703,39.9,SAFE,56.4,MEDIUM,150000.0,59905.0,Wellness Forever Pharmacy
CC104668,Medical,Packed Red Blood Cells,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Blood Bank,478.4,17.34,1,20.22,78.3,4,3.2,100.0,0,-16.64,-16.44,-16.84,-16.65,1,6,0.0,17.84,0.0,2026-03-27,AT_RISK,0.6092202850474,60.9,AT_RISK,57.5,MEDIUM,100000.0,60922.0,Apollo Blood Bank
CC101443,Medical,Cell Therapy Samples,Specialized Lab,Reefer Container,Reefer Container,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Fertility Clinic,752.6,13.16,2,35.81,81.73,4,5.8,67.8,3,6.23,8.28,4.19,4.8,-90,-60,0.28,68.28,21.0,2026-01-01,AT_RISK,1.0,100.0,AT_RISK,81.0,CRITICAL,800000.0,800000.0,SRL Diagnostics
CC105090,Medical,Blood Samples,Blood Bank,Reefer Container,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Blood Bank,573.1,18.22,1,24.42,73.36,2,7.2,69.0,0,3.93,5.33,2.53,4.97,2,8,0.0,0.0,0.0,2026-05-28,SAFE,0.3064983330457036,30.6,SAFE,36.4,LOW,400000.0,122599.0,HDFC Blood Bank
CC101477,Medical,Vaccines,Hospital,Air Cargo,Refrigerated Truck,Medium,Normal,Dry Ice Container,Mechanical Refrigeration,Minor Damage,Active,Hospital,624.1,7.38,3,19.13,49.05,2,2.2,51.0,4,5.74,6.08,5.39,5.96,2,8,0.0,0.0,0.0,2026-04-26,SAFE,0.3193462462940318,31.9,SAFE,37.1,LOW,250000.0,79837.0,Apollo Hospital
CC101173,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Fault,Refrigerated Compartment,Mechanical Refrigeration,Minor Damage,Active,Hospital,574.2,10.01,1,28.13,74.8,5,1.0,54.2,0,-11.2,-8.58,-13.82,-11.36,2,8,6.42,15.82,21.0,2026-06-20,AT_RISK,0.8331236902173159,83.3,AT_RISK,62.5,MEDIUM,100000.0,83312.0,Metropolis Healthcare Lab
CC104241,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,,Good,Active,Distribution Center,1146.3,17.71,1,22.98,58.14,4,2.2,43.6,1,-16.84,-15.73,-17.95,-17.89,2,8,0.0,19.95,0.0,2026-04-02,AT_RISK,0.3699733996174298,37.0,SAFE,43.2,MEDIUM,100000.0,36997.0,Metropolis Healthcare Lab
CC102887,Medical,Cell Therapy Samples,Specialized Lab,Reefer Container,Reefer Container,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Pharmacy,983.1,13.25,1,33.39,38.12,1,6.6,67.1,1,5.31,6.53,4.09,5.55,-90,-60,0.0,66.53,0.0,2026-03-29,AT_RISK,1.0,100.0,AT_RISK,76.5,HIGH,800000.0,800000.0,SRL Diagnostics
CC102623,Medical,Biologics,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Intermittent,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Distribution Center,323.6,10.11,2,43.75,93.21,5,4.9,53.2,0,8.99,10.56,7.42,9.47,2,8,2.56,2.56,18.6,2026-02-08,AT_RISK,0.7279038441634252,72.8,AT_RISK,81.2,CRITICAL,350000.0,254766.0,Lilavati Hospital
CC107495,Food,Frozen Food,Distribution Center,Air Cargo,Reefer Container,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,702.4,11.02,4,15.06,75.65,1,4.0,73.4,2,-16.16,-15.54,-16.77,-16.51,-25,-15,0.0,0.0,0.0,2026-01-20,AT_RISK,0.905828611939916,90.6,AT_RISK,70.9,HIGH,100000.0,90583.0,ColdChain Distribution Center
CC107228,Medical,Whole Blood,Blood Bank,Air Cargo,Refrigerated Truck,Low,Normal,Insulated Box,Dry Ice,Good,Battery Low,Laboratory,851.3,7.02,2,27.96,68.78,2,6.5,72.8,1,7.33,8.41,6.25,7.82,1,6,0.0,2.41,0.0,2026-02-07,AT_RISK,0.5977917113458967,59.8,AT_RISK,43.9,MEDIUM,100000.0,59779.0,Apollo Blood Bank
CC102890,Food,Frozen Food,Distribution Center,Reefer Container,Reefer Container,Low,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,119.0,1.0,2,28.44,77.21,7,0.9,61.3,0,9.42,10.61,8.23,9.22,-25,-15,0.61,25.61,29.5,2026-03-11,AT_RISK,0.903293108517407,90.3,AT_RISK,69.7,HIGH,100000.0,90329.0,Apollo Distribution Center
CC106964,Medical,Organ Transport Samples,Transplant Center,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Laboratory,179.3,4.77,4,25.92,67.16,6,11.5,53.7,0,6.59,7.84,5.33,6.19,2,8,0.0,0.0,0.0,2026-03-03,SAFE,0.2968374652699537,29.7,SAFE,41.8,MEDIUM,100000.0,29684.0,Apollo Transplant Center
CC100279,Food,Frozen Food,Distribution Center,Reefer Container,Reefer Container,High,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Distribution Center,400.2,4.75,5,36.73,55.76,0,3.8,90.3,2,-15.89,-14.62,-17.16,-16.59,-25,-15,0.38,0.38,9.9,2026-02-06,SAFE,0.923090239315649,92.3,AT_RISK,80.4,CRITICAL,100000.0,92309.0,MedSupply Distribution Hub
CC103125,Medical,Platelet Concentrates,Hospital,Reefer Container,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Specialized Lab,511.8,17.57,2,31.09,69.74,2,4.7,72.4,1,9.48,11.51,7.44,11.28,20,24,1.51,12.56,26.4,2026-01-27,AT_RISK,0.9769533138300288,97.7,AT_RISK,76.6,HIGH,100000.0,97695.0,Apollo Hospital
CC105589,Medical,Laboratory Samples,Laboratory,Reefer Container,Refrigerated Truck,Low,Normal,Passive Cooler,Phase-Change Material,Good,Active,Laboratory,1214.7,20.04,2,33.88,54.64,4,2.3,88.7,0,4.99,6.02,3.96,5.61,2,8,1.02,0.0,11.5,2026-05-21,AT_RISK,0.3365969642477397,33.7,SAFE,31.2,LOW,100000.0,33660.0,Apollo Diagnostics
CC102651,Medical,Whole Blood,Blood Bank,Air Cargo,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Gel Packs,Minor Damage,Active,Hospital,878.2,15.13,6,31.3,99.0,2,3.0,64.6,1,5.96,6.33,5.59,5.97,1,6,0.0,0.33,0.0,2026-05-28,SAFE,0.375936459739561,37.6,SAFE,40.6,MEDIUM,100000.0,37594.0,Lions Blood Bank
CC107116,Food,Frozen Food,Distribution Center,Refrigerated Truck,Reefer Container,Medium,Normal,Dry Ice Container,Mechanical Refrigeration,Minor Damage,Battery Low,Pharmacy,672.8,20.92,2,29.78,88.25,7,6.2,66.0,3,4.35,5.85,2.86,3.77,-25,-15,0.0,20.85,0.0,2026-02-28,AT_RISK,0.8771495492361094,87.7,AT_RISK,78.1,HIGH,100000.0,87715.0,ColdChain Distribution Center
CC104477,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Laboratory,309.0,7.99,5,24.92,55.19,7,4.3,93.1,2,7.74,8.64,6.85,8.4,2,8,0.0,0.64,0.0,2026-06-05,AT_RISK,0.4131246755509855,41.3,SAFE,50.3,MEDIUM,100000.0,41312.0,Thyrocare Laboratory
CC106481,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Laboratory,203.4,5.56,4,30.16,73.41,6,5.8,96.2,0,5.18,6.6,3.75,4.44,-30,-18,0.0,24.6,0.0,2026-04-21,AT_RISK,0.9762126390816388,97.6,AT_RISK,82.6,CRITICAL,100000.0,97621.0,Red Cross Blood Bank
CC104323,Medical,Injectable Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Dry Ice,Good,Active,Distribution Center,509.8,14.47,1,29.74,53.17,2,17.7,71.9,0,5.9,6.74,5.07,5.97,2,8,0.0,0.0,0.0,2026-05-08,SAFE,0.3580841983509507,35.8,SAFE,29.5,LOW,100000.0,35808.0,Wellness Forever Pharmacy
CC106933,Medical,Microbiology Specimens,Laboratory,Air Cargo,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Hospital,665.9,17.9,3,29.41,62.3,2,12.1,74.8,0,1.19,2.5,-0.12,1.57,2,8,0.12,2.12,27.0,2026-05-23,AT_RISK,0.3945422173173316,39.5,SAFE,31.7,LOW,100000.0,39454.0,Dr Lal PathLabs
CC102091,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,High,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Distribution Center,916.0,17.56,4,19.39,64.08,4,3.4,63.9,0,-16.23,-15.13,-17.34,-17.18,2,8,0.0,19.34,0.0,2026-02-26,AT_RISK,0.4215686966020071,42.2,SAFE,56.3,MEDIUM,100000.0,42157.0,Apollo Pharmacy
CC101101,Medical,Vaccines,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Phase-Change Material,Good,Active,Pharmacy,443.2,12.13,2,25.25,93.27,3,1.8,70.6,3,7.94,9.85,6.02,7.6,2,8,0.0,1.85,0.0,2026-02-03,AT_RISK,0.3828441907633908,38.3,SAFE,42.5,MEDIUM,250000.0,95711.0,Tata Memorial Hospital
CC103127,Medical,Diagnostic Reagents,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Dry Ice,Good,Active,Transplant Center,1823.5,38.52,4,20.65,66.46,4,3.3,71.0,1,7.21,8.21,6.21,7.98,2,8,0.0,0.21,0.0,2026-04-25,SAFE,0.3434705733312753,34.3,SAFE,31.6,LOW,100000.0,34347.0,Dr Lal PathLabs
CC104625,Medical,Cell Therapy Samples,Specialized Lab,Reefer Container,Reefer Container,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Specialized Lab,534.5,3.74,3,31.34,86.25,3,4.1,62.5,2,2.34,3.2,1.48,2.27,-90,-60,0.0,63.2,0.0,2026-01-27,AT_RISK,1.0,100.0,AT_RISK,69.5,HIGH,800000.0,800000.0,SRL Diagnostics
CC105008,Medical,Biologics,Hospital,Air Cargo,Refrigerated Truck,Medium,Normal,Insulated Box,Gel Packs,Good,Active,Hospital,753.7,14.54,1,27.05,55.01,4,2.4,64.9,1,-16.99,-15.18,-18.8,-18.27,2,8,0.0,20.8,0.0,2026-01-27,AT_RISK,0.3342814370605746,33.4,SAFE,41.0,MEDIUM,350000.0,116999.0,Hiranandani Hospital
CC105027,Medical,Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Low,Intermittent,Refrigerated Compartment,Phase-Change Material,Minor Damage,Active,Blood Bank,650.6,12.69,2,14.8,77.25,6,11.9,36.9,1,10.38,11.77,8.98,9.23,-25,-18,1.77,29.77,19.8,2026-02-21,AT_RISK,0.9648949444294032,96.5,AT_RISK,86.9,CRITICAL,300000.0,289468.0,HDFC Blood Bank
CC103102,Medical,Diagnostic Reagents,Laboratory,Air Cargo,Refrigerated Truck,Low,Normal,Passive Cooler,Mechanical Refrigeration,Good,Battery Low,Blood Bank,685.6,10.03,2,31.28,83.45,2,3.2,87.9,0,5.42,7.25,3.58,4.51,2,8,0.0,0.0,0.0,2026-04-30,SAFE,0.348210541063037,34.8,SAFE,28.9,LOW,100000.0,34821.0,Dr Lal PathLabs
CC106043,Medical,Insulin,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Intermittent,Insulated Box,Phase-Change Material,Good,Active,Transplant Center,1023.9,12.36,1,25.74,77.01,7,5.1,50.7,2,6.52,7.95,5.08,,2,8,0.0,0.0,0.0,2026-05-01,SAFE,0.4149669355422266,41.5,SAFE,55.4,MEDIUM,150000.0,62245.0,Wellness Forever Pharmacy
CC105046,Medical,Vaccines,Hospital,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Hospital,559.9,15.81,1,31.79,100.0,5,4.1,88.6,2,9.07,10.3,7.83,9.04,2,8,0.3,2.3,44.0,2026-04-15,AT_RISK,0.4064096308989749,40.6,SAFE,46.9,MEDIUM,250000.0,101602.0,Hiranandani Hospital
